1	64.0	67.2	70.4	73.6	
2	64.0	67.2	70.4	73.6	
3	64.0	67.2	70.4	73.6	
4	64.0	67.2	70.4	73.6	
5	64.0	67.2	70.4	73.6	
6	64.0	67.2	70.4	73.6	
7	64.0	67.2	70.4	73.6	
8	64.0	67.2	70.4	73.6	
9	64.0	67.2	70.4	73.6	
10	64.0	67.2	70.4	73.6	
11	64.0	67.2	70.4	73.6	
12	64.0	67.2	70.4	73.6	
13	64.0	67.2	70.4	73.6	
14	64.0	67.2	70.4	73.6	
15	64.0	67.2	70.4	73.6	
16	64.0	67.2	70.4	73.6	
17	64.0	67.2	70.4	73.6	
18	64.0	67.2	70.4	73.6	
19	64.0	67.2	70.4	73.6	
20	64.0	67.2	70.4	73.6	
21	64.0	67.2	70.4	73.6	
22	64.0	67.2	70.4	73.6	
23	64.0	67.2	70.4	73.6	
24	64.0	67.2	70.4	73.6	
25	64.0	67.2	70.4	73.6	
26	64.0	67.2	70.4	73.6	
27	64.0	67.2	70.4	73.6	
28	64.0	67.2	70.4	73.6	
29	64.0	67.2	70.4	73.6	
30	64.0	67.2	70.4	73.6	
31	64.0	67.2	70.4	73.6	
32	64.0	67.2	70.4	73.6	
33	64.0	67.2	70.4	73.6	
34	64.0	67.2	70.4	73.6	
35	64.0	67.2	70.4	73.6	
36	64.0	67.2	70.4	73.6	
37	64.0	67.2	70.4	73.6	
38	64.0	67.2	70.4	73.6	
39	64.0	67.2	70.4	73.6	
40	64.0	67.2	70.4	73.6	
41	64.0	67.2	70.4	73.6	
42	64.0	67.2	70.4	73.6	
43	64.0	67.2	70.4	73.6	
44	64.0	67.2	70.4	73.6	
45	64.0	67.2	70.4	73.6	
46	64.0	67.2	70.4	73.6	
47	64.0	67.2	70.4	73.6	
48	64.0	67.2	70.4	73.6	
49	64.0	67.2	70.4	73.6	
50	64.0	67.2	70.4	73.6	
51	64.0	67.2	70.4	73.6	
52	64.0	67.2	70.4	73.6	
53	64.0	67.2	70.4	73.6	
54	64.0	67.2	70.4	73.6	
55	64.0	67.2	70.4	73.6	
56	64.0	67.2	70.4	73.6	
57	64.0	67.2	70.4	73.6	
58	64.0	67.2	70.4	73.6	
59	64.0	67.2	70.4	73.6	
60	64.0	67.2	70.4	73.6	
61	64.0	67.2	70.4	73.6	
62	64.0	67.2	70.4	73.6	
63	64.0	67.2	70.4	73.6	
64	64.0	67.2	70.4	73.6	
65	64.0	67.2	70.4	73.6	
66	64.0	67.2	70.4	73.6	
67	64.0	67.2	70.4	73.6	
68	64.0	67.2	70.4	73.6	
69	64.0	67.2	70.4	73.6	
70	64.0	67.2	70.4	73.6	
71	64.0	67.2	70.4	73.6	
72	64.0	67.2	70.4	73.6	
73	64.0	67.2	70.4	73.6	
74	64.0	67.2	70.4	73.6	
75	64.0	67.2	70.4	73.6	
76	64.0	67.2	70.4	73.6	
77	64.0	67.2	70.4	73.6	
78	64.0	67.2	70.4	73.6	
79	64.0	67.2	70.4	73.6	
80	64.0	67.2	70.4	73.6	
81	64.0	67.2	70.4	73.6	
82	64.0	67.2	70.4	73.6	
83	64.0	67.2	70.4	73.6	
84	64.0	67.2	70.4	73.6	
85	64.0	67.2	70.4	73.6	
86	64.0	67.2	70.4	73.6	
87	64.0	67.2	70.4	73.6	
88	64.0	67.2	70.4	73.6	
89	64.0	67.2	70.4	73.6	
90	64.0	67.2	70.4	73.6	
91	64.0	67.2	70.4	73.6	
92	64.0	67.2	70.4	73.6	
93	64.0	67.2	70.4	73.6	
94	64.0	67.2	70.4	73.6	
95	64.0	67.2	70.4	73.6	
96	64.0	67.2	70.4	73.6	
97	64.0	67.2	70.4	73.6	
98	64.0	67.2	70.4	73.6	
99	64.0	67.2	70.4	73.6	
100	64.0	67.2	70.4	73.6	
101	64.0	67.2	70.4	73.6	
102	64.0	67.2	70.4	73.6	
103	64.0	67.2	70.4	73.6	
104	64.0	67.2	70.4	73.6	
105	64.0	67.2	70.4	73.6	
106	64.0	67.2	70.4	73.6	
107	64.0	67.2	70.4	73.6	
108	64.0	67.2	70.4	73.6	
109	64.0	67.2	70.4	73.6	
110	64.0	67.2	70.4	73.6	
111	64.0	67.2	70.4	73.6	
112	64.0	67.2	70.4	73.6	
113	64.0	67.2	70.4	73.6	
114	64.0	67.2	70.4	73.6	
115	64.0	67.2	70.4	73.6	
116	64.0	67.2	70.4	73.6	
117	64.0	67.2	70.4	73.6	
118	64.0	67.2	70.4	73.6	
119	64.0	67.2	70.4	73.6	
120	64.0	67.2	70.4	73.6	
121	64.0	67.2	70.4	73.6	
122	64.0	67.2	70.4	73.6	
123	64.0	67.2	70.4	73.6	
124	64.0	67.2	70.4	73.6	
